custid,大类编码,大类名称,中类编码,中类名称,小类编码,小类名称,销售日期,销售月份,商品编码,规格型号,商品类型,单位,销售数量,销售金额,商品单价,是否促销
1289,20,粮油,2011,液体调料,201101,老抽酱油,20150203,201502,DW-2011010015,,一般商品,瓶,,6.5,7.3,否
600,15,日配,1518,常温乳品,151802,利乐砖加味奶,20150203,201502,DW-1518020047,,一般商品,盒,,3,3,否
1008,21,冲调,2106,蜂蜜/面包酱,210699,其他蜂蜜/面包,20150203,201502,DW-2106990042,,一般商品,瓶,,19.9,30.7,是
52,22,休闲,2205,炒货,220515,南瓜子,20150203,201502,DW-2205150019,,一般商品,袋,,12.9,12.9,否
553,12,蔬果,1202,加工豆类,120201,豆腐,20150203,201502,DW-1202018267,,生鲜,块,,3,1.5,否
1291,31,家居,3122,地垫类,312205,马桶垫,20150203,201502,DW-3122050068,,一般商品,只,,10.9,15,是
1283,15,日配,1513,冷冻包子馒头,151304,原味馒头,20150203,201502,DW-1513040002,,一般商品,袋,,3.9,4.3,否
666,12,蔬果,1201,蔬菜,120101,叶菜,20150203,201502,DW-1201010006,,生鲜,千克,,1.07,12,否
1201,22,休闲,2203,膨化点心,220302,袋装薯片,20150203,201502,DW-2203020183,,一般商品,罐,,7.5,7.5,否
127,15,日配,1521,蛋类,152101,新鲜蛋品,20150203,201502,DW-1521010005,,一般商品,千克,,8.18,6.78,否
355,15,日配,1508,冷冻点心,150802,冷冻年糕,20150203,201502,DW-1508020003,,一般商品,袋,,7.3,7.7,否
842,14,烘焙,1403,现制西式糕点,140301,现制西式糕点,20150203,201502,DW-1403010085,,生鲜,千克,,6.4,16,否
842,22,休闲,2203,膨化点心,220304,薯条,20150203,201502,DW-2203040014,,一般商品,袋,,3.5,3.5,否
1270,20,粮油,2011,液体调料,201103,凉拌酱油,20150203,201502,DW-2011030009,,一般商品,桶,,5.9,6.7,否
1270,20,粮油,2011,液体调料,201107,滴醋,20150203,201502,DW-2011070004,,一般商品,桶,,8.2,8.2,否
1270,30,洗化,3006,洗衣用品,300604,洗衣皂,20150203,201502,DW-3006040027,,一般商品,块,,5.5,5.7,否
1277,12,蔬果,1201,蔬菜,120102,根茎,20150203,201502,DW-1201020029,,生鲜,千克,,3.16,3.96,否
380,22,休闲,2201,饼干,220106,钙奶,20150203,201502,DW-2201060004,,一般商品,袋,,3.9,3.9,否
317,15,日配,1521,蛋类,152101,新鲜蛋品,20150203,201502,DW-1521010005,,一般商品,千克,,5.76,6.78,否
1285,11,水产,1103,干货水产,110301,干货鱼类,20150203,201502,DW-1103010066,,生鲜,千克,,11.5,30,否
1278,22,休闲,2203,膨化点心,220301,米制点心,20150203,201502,DW-2203010016,,一般商品,袋,,4.5,4.5,否
1292,12,蔬果,1201,蔬菜,120104,花果,20150203,201502,DW-1201040026,,生鲜,千克,,2.6,1.98,否
1284,12,蔬果,1202,加工豆类,120201,豆腐,20150203,201502,DW-1202018073,,生鲜,千克,,2.7,2.96,否
1284,20,粮油,2013,调味酱,201306,甜面/豆瓣酱,20150203,201502,DW-2013060026,,一般商品,瓶,,6.9,6.9,否
1275,20,粮油,2006,五谷杂粮,200603,常规面粉,20150203,201502,DW-2006030213,,一般商品,袋,,21.9,24.9,否
1293,20,粮油,2011,液体调料,201111,料酒,20150203,201502,DW-2011110013,,一般商品,瓶,,3.6,3.9,是
212,22,休闲,2202,糕点,220299,其他糕点,20150203,201502,DW-2202990023,,一般商品,千克,,12.4,51.8,否
1294,20,粮油,2011,液体调料,201111,料酒,20150203,201502,DW-2011110013,,一般商品,瓶,,3.6,3.9,是
816,22,休闲,2212,无糖食品,221202,无糖休闲食品,20150203,201502,DW-2212020319,,一般商品,包,,4.2,4.2,否
326,30,洗化,3011,保养用品,301102,洁面乳,20150203,201502,DW-3011020253,,一般商品,支,,18.9,18.9,否
969,12,蔬果,1201,蔬菜,120104,花果,20150203,201502,DW-1201040026,,生鲜,千克,,4.86,1.98,否
1281,12,蔬果,1203,水果,120307,蕉类,20150203,201502,DW-1203070022,,生鲜,KG,,5.76,5.96,否
1273,22,休闲,2201,饼干,220111,趣味/休闲,20150203,201502,DW-2201110091,,一般商品,盒,,4.5,4.5,否
1273,22,休闲,2202,糕点,220202,蛋糕,20150203,201502,DW-2202020186,,一般商品,袋,,7.5,7.7,否
666,20,粮油,2009,盐/糖,200902,功能盐,20150203,201502,DW-2009020015,,一般商品,袋,,2.8,2.8,否
1201,22,休闲,2201,饼干,220102,夹心,20150203,201502,DW-2201020080,,一般商品,盒,,6.9,6.9,否
842,22,休闲,2201,饼干,220199,其他饼干,20150203,201502,DW-2201990073,,一般商品,盒,,16.9,16.9,否
1277,12,蔬果,1201,蔬菜,120102,根茎,20150203,201502,DW-1201020037,,生鲜,千克,,2.38,3.96,否
355,12,蔬果,1201,蔬菜,120102,根茎,20150203,201502,DW-1201020042,,生鲜,千克,,5.2,7.8,否
842,20,粮油,2005,煮食面/粉,200501,挂面,20150203,201502,DW-2005010007,,一般商品,袋,,2.7,3.3,否
1294,20,粮油,2011,液体调料,201102,生抽酱油,20150203,201502,DW-2011020011,,一般商品,桶,,8.9,12.9,是
546,22,休闲,2203,膨化点心,220302,袋装薯片,20150203,201502,DW-2203020026,,一般商品,袋,,3.5,3.5,否
546,22,休闲,2207,糖果,220707,棉花糖,20150203,201502,DW-2207070001,,一般商品,袋,,4.2,4.2,否
425,22,休闲,2202,糕点,220299,其他糕点,20150203,201502,DW-2202990074,,一般商品,袋,,6.9,11.3,是
716,12,蔬果,1203,水果,120302,苹果类,20150203,201502,DW-1203020212,,生鲜,KG,,30.2,4.98,否
1278,22,休闲,2203,膨化点心,220399,其他膨化点心,20150203,201502,DW-2203990015,,一般商品,袋,,2.7,2.9,否
152,12,蔬果,1202,加工豆类,120201,豆腐,20150203,201502,DW-1202018073,,生鲜,千克,,2.78,2.96,否
1290,22,休闲,2209,巧克力,220904,牛奶巧克力,20150203,201502,DW-2209040069,,一般商品,碗,,28.3,37.9,是
1280,31,家居,3111,桌上用品,311103,*****,20150203,201502,DW-3111030026,,一般商品,个,1,10,10,否
57,31,家居,3112,厨房整理,311204,塑料盆,20150203,201502,DW-3112040284,,一般商品,只,,17,13,否
1201,23,酒饮,2307,乳饮料,230704,加味酸乳饮,20150203,201502,DW-2307040021,,一般商品,瓶,,3.9,3.9,否
1286,22,休闲,2205,炒货,220513,香瓜子,20150203,201502,DW-2205130020,,一般商品,袋,,6.9,6.9,否
796,22,休闲,2204,蜜饯,220405,山楂,20150203,201502,DW-2204050023,,一般商品,袋,,9.5,9.5,否
317,20,粮油,2005,煮食面/粉,200501,挂面,20150203,201502,DW-2005010013,,一般商品,袋,,2.8,2.9,否
1278,21,冲调,2105,冲调食品,210502,豆奶粉,20150203,201502,DW-2105020005,,一般商品,袋,,18.9,23.9,是
1278,22,休闲,2207,糖果,220703,软糖,20150203,201502,DW-2207030113,,一般商品,瓶,,8.9,8.9,否
796,22,休闲,2204,蜜饯,220499,其他蜜饯,20150203,201502,DW-2204990172,,一般商品,袋,,14.9,14.9,否
796,22,休闲,2205,炒货,220505,腰果,20150203,201502,DW-2205050017,,一般商品,袋,,27.9,27.9,否
411,12,蔬果,1203,水果,120309,进口水果,20150203,201502,DW-1203090210,,生鲜,KG,,6.8,17.6,否
1287,22,休闲,2201,饼干,220102,夹心,20150203,201502,DW-2201020170,,一般商品,盒,,18.9,18.9,否
1287,22,休闲,2201,饼干,220111,趣味/休闲,20150203,201502,DW-2201110033,,一般商品,个,,3.8,4.5,否
1007,20,粮油,2002,袋装速食面组,200201,牛肉口味,20150203,201502,DW-2002010015,,一般商品,组,,11.6,14.7,否
732,12,蔬果,1201,蔬菜,120104,花果,20150203,201502,DW-1201040049,,生鲜,千克,,2.42,5.8,否
1287,22,休闲,2202,糕点,220203,蛋卷,20150203,201502,DW-2202030010,,一般商品,袋,,4,4.5,否
1287,22,休闲,2202,糕点,220203,蛋卷,20150203,201502,DW-2202030034,,一般商品,盒,,4,4.5,否
1287,22,休闲,2203,膨化点心,220302,袋装薯片,20150203,201502,DW-2203020106,,一般商品,袋,,2,2.3,否
1287,22,休闲,2203,膨化点心,220303,罐装薯片,20150203,201502,DW-2203030005,,一般商品,罐,,7.9,7.9,否
902,12,蔬果,1201,蔬菜,120103,芽菜,20150203,201502,DW-1201030018,,生鲜,kg,,1.02,1.48,否
210,12,蔬果,1201,蔬菜,120101,叶菜,20150203,201502,DW-1201010029,,生鲜,千克,,5.81,2.56,否
1289,20,粮油,2009,盐/糖,200902,功能盐,20150203,201502,DW-2009020012,,一般商品,袋,,4.6,2.3,否
64,12,蔬果,1201,蔬菜,120102,根茎,20150203,201502,DW-1201020042,,生鲜,千克,,10.8,7.8,否
1280,20,粮油,2015,罐头,201505,肉类罐头,20150203,201502,DW-2015050034,,一般商品,听,,16.9,20.3,否
1272,15,日配,1505,冷藏乳品,150503,冷藏果粒酸乳,20150203,201502,DW-1505030016,,一般商品,盒,,8.9,8.9,否
842,20,粮油,2015,罐头,201501,八宝粥,20150203,201502,DW-2015010036,,一般商品,个,,3.2,3.2,否
1270,22,休闲,2205,炒货,220512,豆类,20150203,201502,DW-2205120087,,一般商品,kg,,19.45,19.8,否
546,21,冲调,2104,冲饮品,210402,奶茶饮品,20150203,201502,DW-2104020024,,一般商品,杯,,2.5,3,否
546,22,休闲,2203,膨化点心,220302,袋装薯片,20150203,201502,DW-2203020025,,一般商品,袋,,3.5,4,否
1295,12,蔬果,1203,水果,120301,柑桔柚类,20150203,201502,DW-1203010221,,生鲜,KG,,6.95,15.98,否
1280,15,日配,1501,冷藏肉制品,150101,香肠类,20150203,201502,DW-1501010136,,一般商品,袋,,13.9,18.3,是
1271,13,熟食,1301,凉拌熟食,130101,凉拌素食,20150203,201502,DW-1301010076,散称,联营商品,kg,,5.2,20,否
1271,14,烘焙,1403,现制西式糕点,140301,现制西式糕点,20150203,201502,DW-1403010085,,生鲜,千克,,5.76,16,否
1271,15,日配,1521,蛋类,152101,新鲜蛋品,20150203,201502,DW-1521010005,,一般商品,千克,,7.03,6.78,否
317,20,粮油,2006,五谷杂粮,200601,散称白米,20150203,201502,DW-2006010003,,一般商品,千克,,8.83,5.58,否
92,23,酒饮,2306,运动机能饮料,230602,运动饮料,20150203,201502,DW-2306020022,,一般商品,瓶,,4,4,否
1278,13,熟食,1301,凉拌熟食,130101,凉拌素食,20150203,201502,DW-1301010076,散称,联营商品,kg,,5,20,否
127,15,日配,1517,常温肉制品,151701,猪肉火腿肠,20150203,201502,DW-1517010003,,一般商品,袋,,13.9,16.3,是
1192,20,粮油,2011,液体调料,201111,料酒,20150203,201502,DW-2011110013,,一般商品,瓶,,3.6,3.9,是
34,20,粮油,2008,调味料,200803,鸡精,20150203,201502,DW-2008030006,,一般商品,袋,,3.5,4.3,是
361,30,洗化,3002,浴厕厨清洁剂,300204,厨房清洁剂,20150203,201502,DW-3002040018,,一般商品,组,,25.5,25.9,否
361,30,洗化,3002,浴厕厨清洁剂,300206,餐具清洁剂,20150203,201502,DW-3002060164,,一般商品,桶,,9.5,11.7,是
355,12,蔬果,1201,蔬菜,120102,根茎,20150203,201502,DW-1201020013,,生鲜,千克,,1.04,4,否
1240,30,洗化,3018,卫生巾,301802,夜用卫生巾,20150203,201502,DW-3018020107,,一般商品,包,,4.5,5.7,是
842,22,休闲,2203,膨化点心,220304,薯条,20150203,201502,DW-2203040013,,一般商品,袋,,5.5,5.9,否
1270,30,洗化,3008,洗护发用品,300801,洗发水,20150203,201502,DW-3008010338,,一般商品,瓶,,29.9,26.9,否
969,20,粮油,2009,盐/糖,200902,功能盐,20150203,201502,DW-2009020012,,一般商品,袋,,13.8,2.3,否
969,20,粮油,2011,液体调料,201107,滴醋,20150203,201502,DW-2011070004,,一般商品,桶,,8.2,8.2,否
1295,12,蔬果,1203,水果,120302,苹果类,20150203,201502,DW-1203020172,,生鲜,KG,,15.15,11.98,否
1287,22,休闲,2203,膨化点心,220304,薯条,20150203,201502,DW-2203040019,,一般商品,袋,,3,3.3,否
1192,20,粮油,2007,南北干货,200711,豆制品,20150203,201502,DW-2007110003,,一般商品,kg,,2,26,否
716,22,休闲,2203,膨化点心,220301,米制点心,20150203,201502,DW-2203010041,,一般商品,袋,,6.5,6.5,否
210,12,蔬果,1201,蔬菜,120101,叶菜,20150203,201502,DW-1201010001,,生鲜,千克,,4.81,5.56,否
256,13,熟食,1301,凉拌熟食,130101,凉拌素食,20150203,201502,DW-1301010076,散称,联营商品,kg,,9.8,20,否
256,20,粮油,2008,调味料,200801,99%味精,20150203,201502,DW-2008010006,,一般商品,袋,,3.5,3.9,否
626,15,日配,1521,蛋类,152101,新鲜蛋品,20150203,201502,DW-1521010005,,一般商品,千克,,14.6,6.78,否
1271,12,蔬果,1201,蔬菜,120104,花果,20150203,201502,DW-1201040036,,生鲜,千克,,1.81,1.8,否
1271,12,蔬果,1201,蔬菜,120107,有机蔬菜,20150203,201502,DW-1201070001,,生鲜,KG,,3.49,5,否
337,12,蔬果,1203,水果,120307,蕉类,20150203,201502,DW-1203070023,,生鲜,KG,,9.5,9.98,否
1289,20,粮油,2011,液体调料,201111,料酒,20150203,201502,DW-2011110005,,一般商品,瓶,,4.9,5.9,否
600,15,日配,1505,冷藏乳品,150504,冷藏乳酸菌,20150203,201502,DW-1505040050,,一般商品,板,,12.9,11,否
600,22,休闲,2209,巧克力,220902,夹心巧克力,20150203,201502,DW-2209020072,,一般商品,袋,,4.5,4.5,否
1008,15,日配,1505,冷藏乳品,150501,冷藏原味酸乳,20150203,201502,DW-1505010117,,一般商品,盒,,6.5,6.5,否
1177,23,酒饮,2311,国产白酒,231101,名酒,20150203,201502,DW-2311010018,,一般商品,瓶,,5340,890,否
52,11,水产,1102,冷冻水产,110203,冷冻虾蟹,20150203,201502,DW-1102030005,,生鲜,kg,,29.1,31.8,否
1274,21,冲调,2105,冲调食品,210502,豆奶粉,20150203,201502,DW-2105020093,,一般商品,袋,,7.9,9.7,是
210,12,蔬果,1201,蔬菜,120102,根茎,20150203,201502,DW-1201020029,,生鲜,千克,,1.94,3.96,否
1277,20,粮油,2007,南北干货,200709,粉丝/条,20150203,201502,DW-2007090053,,一般商品,份,,4.2,4.3,否
380,20,粮油,2005,煮食面/粉,200501,挂面,20150203,201502,DW-2005010007,,一般商品,袋,,2.7,3.3,否
260,22,休闲,2205,炒货,220513,香瓜子,20150203,201502,DW-2205130089,,一般商品,KG,,3.94,13.8,否
680,20,粮油,2014,酱菜类,201404,蔬菜,20150203,201502,DW-2014040120,,一般商品,袋,,2.2,2.3,否
1270,12,蔬果,1201,蔬菜,120109,其它蔬菜,20150203,201502,DW-1201090232,,生鲜,千克,,6.36,12,否
1270,30,洗化,3018,卫生巾,301802,夜用卫生巾,20150203,201502,DW-3018020117,,一般商品,包,,4.5,4.7,否
1294,31,家居,3114,一次性用品,311401,一次性杯子,20150203,201502,DW-3114010008,,一般商品,袋,,7.9,7.9,否
816,22,休闲,2212,无糖食品,221202,无糖休闲食品,20150203,201502,DW-2212020318,,一般商品,包,,4.2,4.2,否
1296,23,酒饮,2301,碳酸饮料,230199,苏打盐汽水,20150203,201502,DW-2301990018,,一般商品,组,,9.9,11.9,是
969,20,粮油,2002,袋装速食面组,200201,牛肉口味,20150203,201502,DW-2002010015,,一般商品,组,,11.6,14.7,否
969,20,粮油,2010,食用油,201001,大豆油,20150203,201502,DW-2010010003,,一般商品,瓶,,43.5,38.9,否
1295,22,休闲,2202,糕点,220201,派,20150203,201502,DW-2202010026,,一般商品,盒,,21.6,18.9,是
1286,22,休闲,2205,炒货,220513,香瓜子,20150203,201502,DW-2205130065,,一般商品,袋,,6.9,6.9,否
796,22,休闲,2202,糕点,220201,派,20150203,201502,DW-2202010031,,一般商品,盒,,11.8,12,否
270,30,洗化,3016,纸制品,301603,无芯纸,20150203,201502,DW-3016030106,,一般商品,提,,11.9,15.5,是
1287,22,休闲,2201,饼干,220107,酥性,20150203,201502,DW-2201070117,,一般商品,KG,,12.73,19.6,否
1291,30,洗化,3007,洗浴用品,300701,香皂,20150203,201502,DW-3007010210,,一般商品,块,,4.4,4.9,否
421,10,肉禽,1001,猪肉,100101,鲜猪肉,20150203,201502,DW-1001010196,,生鲜,千克,,7.3,27.8,否
336,13,熟食,1302,卤制熟食,130201,卤制畜类,20150203,201502,DW-1302010081,散称,联营商品,kg,,11.6,76,否
1290,22,休闲,2209,巧克力,220906,果仁巧克力,20150203,201502,DW-2209060042,,一般商品,碗,,28.3,39.8,是
270,30,洗化,3018,卫生巾,301801,日用卫生巾,20150203,201502,DW-3018010368,,一般商品,包,,4.9,5.7,是
380,22,休闲,2203,膨化点心,220302,袋装薯片,20150203,201502,DW-2203020268,,一般商品,袋,,3.4,3.4,否
680,22,休闲,2207,糖果,220799,其他糖果,20150203,201502,DW-2207990017,,一般商品,包,,3.5,3.5,否
1278,15,日配,1517,常温肉制品,151701,猪肉火腿肠,20150203,201502,DW-1517010002,,一般商品,袋,,10.9,13.3,是
1278,21,冲调,2105,冲调食品,210502,豆奶粉,20150203,201502,DW-2105020005,,一般商品,袋,,-18.9,23.9,是
1278,22,休闲,2207,糖果,220799,其他糖果,20150203,201502,DW-2207990017,,一般商品,包,,3.5,3.5,否
400,12,蔬果,1201,蔬菜,120102,根茎,20150203,201502,DW-1201020044,,生鲜,千克,,4.15,3.96,否
400,22,休闲,2206,即食熟制品,220607,豆干类,20150203,201502,DW-2206070241,,一般商品,kg,,9.42,39.8,是
1272,15,日配,1505,冷藏乳品,150501,冷藏原味酸乳,20150203,201502,DW-1505010004,,一般商品,组,,10.8,14.9,是
1281,12,蔬果,1201,蔬菜,120105,鲜调味,20150203,201502,DW-1201050255,,生鲜,千克,,1.83,9.6,否
1297,15,日配,1501,冷藏肉制品,150101,香肠类,20150203,201502,DW-1501010084,,一般商品,袋,,12.7,13.3,否
1273,30,洗化,3013,口腔卫生用品,301303,成人牙刷,20150203,201502,DW-3013030397,,一般商品,支,,10.5,19.7,是
1246,12,蔬果,1203,水果,120302,苹果类,20150203,201502,DW-1203020164,,生鲜,KG,,8.86,17.8,否
902,10,肉禽,1004,鸡产品,100404,调味鸡肉,20150203,201502,DW-1004040019,,生鲜,Kg,,8.1,19.6,否
732,12,蔬果,1201,蔬菜,120102,根茎,20150203,201502,DW-1201020365,,生鲜,千克,,3.03,3.96,否
1177,23,酒饮,2316,香烟,231602,国产省外香烟,20150203,201502,DW-2316020016,,一般商品,包,,3900,70,否
317,12,蔬果,1201,蔬菜,120102,根茎,20150203,201502,DW-1201020365,,生鲜,千克,,2.27,3.96,否
680,20,粮油,2014,酱菜类,201401,榨菜,20150203,201502,DW-2014010015,,一般商品,袋,,0.5,0.5,否
716,22,休闲,2202,糕点,220204,沙琪玛,20150203,201502,DW-2202040019,,一般商品,袋,,8,8.3,否
210,12,蔬果,1201,蔬菜,120102,根茎,20150203,201502,DW-1201020017,,生鲜,千克,,2.3,2.56,否
270,30,洗化,3018,卫生巾,301802,夜用卫生巾,20150203,201502,DW-3018020258,,一般商品,包,,4.9,4.9,否
1287,13,熟食,1308,现制中式面点,130801,现制蒸类,20150203,201502,DW-1308010191,,生鲜,千克,,2.44,6,否
1287,15,日配,1505,冷藏乳品,150504,冷藏乳酸菌,20150203,201502,DW-1505040001,,一般商品,组,,8.9,12.9,是
1287,22,休闲,2203,膨化点心,220302,袋装薯片,20150203,201502,DW-2203020107,,一般商品,袋,,2,2.3,否
1287,22,休闲,2203,膨化点心,220304,薯条,20150203,201502,DW-2203040010,,一般商品,袋,,3.4,3.5,否
732,12,蔬果,1202,加工豆类,120201,豆腐,20150203,201502,DW-1202018073,,生鲜,千克,,1.74,2.96,否
1277,12,蔬果,1201,蔬菜,120102,根茎,20150203,201502,DW-1201020721,,生鲜,千克,,1.09,5,否
1292,21,冲调,2102,茶叶,210202,包装茶,20150203,201502,DW-2102020051,散称,联营商品,袋,,7.5,7.7,否
1290,22,休闲,2209,巧克力,220905,黑/纯巧克力,20150203,201502,DW-2209050059,,一般商品,袋,,7.9,7.9,否
411,22,休闲,2205,炒货,220513,香瓜子,20150203,201502,DW-2205130078,,一般商品,袋,,3.9,3.9,否
1279,12,蔬果,1201,蔬菜,120102,根茎,20150203,201502,DW-1201020013,,生鲜,千克,,1.21,4,否
1298,13,熟食,1306,中式熟菜,130603,中式水产熟菜,20150204,201502,DW-1306030023,,生鲜,kg,,7.74,28,否
1298,22,休闲,2203,膨化点心,220301,米制点心,20150204,201502,DW-2203010104,,一般商品,KG,,3.59,27.8,是
1298,22,休闲,2202,糕点,220208,散称糕点,20150204,201502,DW-2202080030,,一般商品,KG,,3.91,15.6,是
1298,12,蔬果,1201,蔬菜,120101,叶菜,20150204,201502,DW-1201010395,,生鲜,Kg,,2.24,6,否
1298,12,蔬果,1201,蔬菜,120102,根茎,20150204,201502,DW-1201020018,,生鲜,千克,,6.6,5.56,否
1298,10,肉禽,1004,鸡产品,100402,分割鸡件,20150204,201502,DW-1004020002,,生鲜,千克,,10.88,19,否
1298,22,休闲,2202,糕点,220208,散称糕点,20150204,201502,DW-2202080014,,一般商品,KG,,4.96,23.8,是
1298,22,休闲,2205,炒货,220599,其他炒货,20150204,201502,DW-2205990158,,一般商品,kg,,3.48,35,是
1298,12,蔬果,1202,加工豆类,120205,豆类料理,20150204,201502,DW-1202058042,,生鲜,千克,,2.3,12,否
675,12,蔬果,1201,蔬菜,120102,根茎,20150205,201502,DW-1201020045,,生鲜,千克,,1.33,7.6,否
249,15,日配,1505,冷藏乳品,150501,冷藏原味酸乳,20150205,201502,DW-1505010016,,一般商品,盒,,8.6,8.6,否
968,30,洗化,3006,洗衣用品,300604,洗衣皂,20150205,201502,DW-3006040199,,一般商品,组,,6.9,8.9,是
32,10,肉禽,1001,猪肉,100104,猪骨,20150205,201502,DW-1001040134,,生鲜,千克,,13.89,19.8,否
32,30,洗化,3008,洗护发用品,300801,洗发水,20150205,201502,DW-3008011525,,一般商品,瓶,,33.9,45.9,是
461,20,粮油,2013,调味酱,201399,其他调味酱,20150205,201502,DW-2013990021,,一般商品,袋,,7.9,8.9,否
461,30,洗化,3006,洗衣用品,300607,衣物漂白水,20150205,201502,DW-3006070002,,一般商品,瓶,,7.9,7.9,否
73,15,日配,1505,冷藏乳品,150504,冷藏乳酸菌,20150205,201502,DW-1505040001,,一般商品,组,,8.9,12.9,是
190,12,蔬果,1201,蔬菜,120106,菌菇类,20150205,201502,DW-1201060004,,生鲜,千克,,1.12,16.8,否
736,32,家电,3217,灯具光源,321702,书写台灯,20150205,201502,DW-3217020104,,一般商品,盒,,35,35,否
512,12,蔬果,1201,蔬菜,120101,叶菜,20150205,201502,DW-1201010004,,生鲜,千克,,3.3,5.6,否
726,22,休闲,2202,糕点,220202,蛋糕,20150205,201502,DW-2202020177,,一般商品,KG,,21.4,51.6,是
1299,12,蔬果,1201,蔬菜,120105,鲜调味,20150205,201502,DW-1201050255,,生鲜,千克,,1.76,9.6,否
553,12,蔬果,1201,蔬菜,120102,根茎,20150205,201502,DW-1201020010,,生鲜,千克,,1.1,3.8,否
51,20,粮油,2012,调味油,201299,其它调味油,20150205,201502,DW-2012990007,,一般商品,瓶,,4.5,5.5,否
